sample_id,sequence_length,length_category
km_test_1021,525,500-600
km_test_0169,525,500-600
km_test_2328,525,500-600
km_test_0344,525,500-600
km_test_0465,525,500-600
km_test_1643,525,500-600
km_test_0083,525,500-600
km_test_1433,525,500-600
km_test_0182,525,500-600
km_test_1541,525,500-600
km_test_1591,526,500-600
km_test_2588,526,500-600
km_test_0406,527,500-600
km_test_0385,528,500-600
km_test_2676,528,500-600
km_test_1588,528,500-600
km_test_1615,529,500-600
km_test_1819,529,500-600
km_test_2813,529,500-600
km_test_1884,529,500-600
km_test_2234,529,500-600
km_test_1788,529,500-600
km_test_0643,529,500-600
km_test_0962,529,500-600
km_test_2418,529,500-600
km_test_0808,530,500-600
km_test_2576,530,500-600
km_test_1356,530,500-600
km_test_0383,530,500-600
km_test_0353,530,500-600
km_test_1645,530,500-600
km_test_2508,530,500-600
km_test_0351,530,500-600
km_test_0316,530,500-600
km_test_2503,530,500-600
km_test_2128,530,500-600
km_test_0981,530,500-600
km_test_1114,530,500-600
km_test_0394,530,500-600
km_test_2379,530,500-600
km_test_0622,530,500-600
km_test_2694,530,500-600
km_test_2178,530,500-600
km_test_1394,531,500-600
km_test_2173,531,500-600
km_test_0567,531,500-600
km_test_0243,531,500-600
km_test_2319,531,500-600
km_test_2401,531,500-600
km_test_2765,531,500-600
km_test_1662,532,500-600
km_test_0553,533,500-600
km_test_2833,533,500-600
km_test_0771,533,500-600
km_test_0186,533,500-600
km_test_1811,534,500-600
km_test_0427,534,500-600
km_test_2519,534,500-600
km_test_0131,534,500-600
km_test_2480,534,500-600
km_test_0734,535,500-600
km_test_0614,535,500-600
km_test_2631,535,500-600
km_test_0623,536,500-600
km_test_1168,536,500-600
km_test_2357,536,500-600
km_test_0062,536,500-600
km_test_2863,536,500-600
km_test_0305,536,500-600
km_test_1693,537,500-600
km_test_2129,537,500-600
km_test_0087,537,500-600
km_test_0599,537,500-600
km_test_1165,537,500-600
km_test_0118,537,500-600
km_test_0695,538,500-600
km_test_0026,538,500-600
km_test_1779,538,500-600
km_test_1715,539,500-600
km_test_0696,539,500-600
km_test_0121,539,500-600
km_test_2315,540,500-600
km_test_2209,541,500-600
km_test_0801,541,500-600
km_test_1431,542,500-600
km_test_1702,542,500-600
km_test_1048,542,500-600
km_test_0382,542,500-600
km_test_1606,542,500-600
km_test_2381,543,500-600
km_test_1853,544,500-600
km_test_2146,544,500-600
km_test_0002,544,500-600
km_test_1012,544,500-600
km_test_2036,545,500-600
km_test_1332,545,500-600
km_test_0032,545,500-600
km_test_1091,545,500-600
km_test_2287,545,500-600
km_test_2783,546,500-600
km_test_2337,546,500-600
km_test_2267,546,500-600
km_test_1563,546,500-600
km_test_1517,546,500-600
km_test_0921,546,500-600
km_test_0274,547,500-600
km_test_1970,548,500-600
km_test_2648,549,500-600
km_test_0251,549,500-600
km_test_0621,549,500-600
km_test_2521,550,500-600
km_test_2562,550,500-600
km_test_1329,550,500-600
km_test_0604,550,500-600
km_test_1270,550,500-600
km_test_0581,550,500-600
km_test_1975,550,500-600
km_test_1918,550,500-600
km_test_0494,550,500-600
km_test_2307,550,500-600
km_test_2484,550,500-600
km_test_2009,550,500-600
km_test_2831,550,500-600
km_test_1789,551,500-600
km_test_1256,551,500-600
km_test_1980,551,500-600
km_test_0262,551,500-600
km_test_0620,552,500-600
km_test_2633,552,500-600
km_test_2665,553,500-600
km_test_0817,553,500-600
km_test_2402,553,500-600
km_test_0770,554,500-600
km_test_1753,554,500-600
km_test_2124,555,500-600
km_test_1466,555,500-600
km_test_1080,555,500-600
km_test_0158,555,500-600
km_test_0122,555,500-600
km_test_1873,555,500-600
km_test_1682,555,500-600
km_test_2561,555,500-600
km_test_1597,555,500-600
km_test_1248,556,500-600
km_test_1820,556,500-600
km_test_1602,557,500-600
km_test_2704,557,500-600
km_test_0464,558,500-600
km_test_0477,558,500-600
km_test_2196,559,500-600
km_test_2543,559,500-600
km_test_1808,559,500-600
km_test_1367,559,500-600
km_test_1043,559,500-600
km_test_0069,560,500-600
km_test_2090,560,500-600
km_test_1159,560,500-600
km_test_2001,561,500-600
km_test_2837,561,500-600
km_test_0975,561,500-600
km_test_2434,562,500-600
km_test_0230,562,500-600
km_test_0365,562,500-600
km_test_1505,562,500-600
km_test_0549,562,500-600
km_test_1989,562,500-600
km_test_1773,562,500-600
km_test_1858,562,500-600
km_test_0820,562,500-600
km_test_2692,563,500-600
km_test_0173,563,500-600
km_test_1147,564,500-600
km_test_0502,564,500-600
km_test_1859,564,500-600
km_test_2690,565,500-600
km_test_0323,565,500-600
km_test_0041,565,500-600
km_test_2232,565,500-600
km_test_1311,565,500-600
km_test_0202,565,500-600
km_test_0811,565,500-600
km_test_0085,566,500-600
km_test_1907,566,500-600
km_test_1799,567,500-600
km_test_1801,567,500-600
km_test_2217,567,500-600
km_test_1712,567,500-600
km_test_2244,568,500-600
km_test_2243,568,500-600
km_test_0180,568,500-600
km_test_2681,568,500-600
km_test_1458,569,500-600
km_test_0646,569,500-600
km_test_0061,569,500-600
km_test_2372,570,500-600
km_test_2216,570,500-600
km_test_2838,571,500-600
km_test_1738,571,500-600
km_test_0969,572,500-600
km_test_0273,572,500-600
km_test_0484,572,500-600
km_test_1461,572,500-600
km_test_0905,573,500-600
km_test_2448,573,500-600
km_test_0161,573,500-600
km_test_0618,574,500-600
km_test_1369,575,500-600
km_test_2072,575,500-600
km_test_1731,575,500-600
km_test_1423,575,500-600
km_test_0573,576,500-600
km_test_1283,577,500-600
km_test_0833,579,500-600
km_test_2491,579,500-600
km_test_2198,579,500-600
km_test_1443,580,500-600
km_test_0741,580,500-600
km_test_1898,581,500-600
km_test_2806,582,500-600
km_test_1150,582,500-600
km_test_2370,582,500-600
km_test_2475,582,500-600
km_test_2546,583,500-600
km_test_1651,583,500-600
km_test_1707,583,500-600
km_test_2412,583,500-600
km_test_2084,583,500-600
km_test_1875,583,500-600
km_test_2068,583,500-600
km_test_2760,583,500-600
km_test_0037,584,500-600
km_test_2852,584,500-600
km_test_0322,584,500-600
km_test_1300,584,500-600
km_test_1388,585,500-600
km_test_2142,585,500-600
km_test_2529,586,500-600
km_test_0957,586,500-600
km_test_2629,586,500-600
km_test_2367,586,500-600
km_test_2000,586,500-600
km_test_0025,586,500-600
km_test_0445,586,500-600
km_test_2105,586,500-600
km_test_0189,587,500-600
km_test_0569,587,500-600
km_test_0633,587,500-600
km_test_1391,587,500-600
km_test_2342,587,500-600
km_test_2310,588,500-600
km_test_2082,589,500-600
km_test_1244,589,500-600
km_test_0308,589,500-600
km_test_0331,589,500-600
km_test_2220,590,500-600
km_test_0840,591,500-600
km_test_0482,591,500-600
km_test_0515,591,500-600
km_test_1387,591,500-600
km_test_1272,591,500-600
km_test_1015,593,500-600
km_test_2671,594,500-600
km_test_0410,594,500-600
km_test_0391,594,500-600
km_test_2179,594,500-600
km_test_1590,594,500-600
km_test_2415,594,500-600
km_test_1206,595,500-600
km_test_1462,595,500-600
km_test_1972,597,500-600
km_test_0726,598,500-600
km_test_2798,598,500-600
km_test_0649,599,500-600
km_test_2857,599,500-600
km_test_0327,599,500-600
km_test_2313,599,500-600
km_test_1539,599,500-600
km_test_0413,600,600-700
km_test_0048,600,600-700
km_test_0463,600,600-700
km_test_2387,600,600-700
km_test_2816,600,600-700
km_test_0616,602,600-700
km_test_1840,602,600-700
km_test_2662,603,600-700
km_test_0172,603,600-700
km_test_0049,603,600-700
km_test_0594,604,600-700
km_test_1772,604,600-700
km_test_1495,604,600-700
km_test_0467,604,600-700
km_test_0530,604,600-700
km_test_2725,605,600-700
km_test_0167,605,600-700
km_test_1497,605,600-700
km_test_1189,606,600-700
km_test_1268,607,600-700
km_test_0718,607,600-700
km_test_1194,608,600-700
km_test_0503,608,600-700
km_test_0109,608,600-700
km_test_2238,611,600-700
km_test_0751,612,600-700
km_test_2800,613,600-700
km_test_1973,614,600-700
km_test_0227,614,600-700
km_test_0926,617,600-700
km_test_1260,617,600-700
km_test_2162,618,600-700
km_test_0150,618,600-700
km_test_1389,619,600-700
km_test_1528,619,600-700
km_test_0293,619,600-700
km_test_2832,619,600-700
km_test_0232,619,600-700
km_test_1191,619,600-700
km_test_2756,620,600-700
km_test_0003,621,600-700
km_test_0727,622,600-700
km_test_1596,622,600-700
km_test_2254,622,600-700
km_test_1280,623,600-700
km_test_1409,623,600-700
km_test_1644,623,600-700
km_test_2403,623,600-700
km_test_0873,623,600-700
km_test_1792,623,600-700
km_test_0908,623,600-700
km_test_0634,623,600-700
km_test_2325,623,600-700
km_test_2138,624,600-700
km_test_1996,626,600-700
km_test_0318,626,600-700
km_test_2301,626,600-700
km_test_1825,626,600-700
km_test_2663,626,600-700
km_test_0105,627,600-700
km_test_0745,628,600-700
km_test_1826,628,600-700
km_test_2382,629,600-700
km_test_1610,629,600-700
km_test_1199,630,600-700
km_test_1638,630,600-700
km_test_1508,631,600-700
km_test_2361,634,600-700
km_test_1486,634,600-700
km_test_1069,634,600-700
km_test_1906,635,600-700
km_test_1843,637,600-700
km_test_2096,637,600-700
km_test_2641,637,600-700
km_test_2262,639,600-700
km_test_2634,640,600-700
km_test_1525,640,600-700
km_test_1108,640,600-700
km_test_2392,640,600-700
km_test_1288,642,600-700
km_test_2425,642,600-700
km_test_0945,644,600-700
km_test_0829,647,600-700
km_test_0973,647,600-700
km_test_0521,647,600-700
km_test_1239,648,600-700
km_test_1224,650,600-700
km_test_0478,650,600-700
km_test_1130,656,600-700
km_test_0388,658,600-700
km_test_0631,658,600-700
km_test_2696,659,600-700
km_test_0920,661,600-700
km_test_1609,661,600-700
km_test_0125,662,600-700
km_test_0752,663,600-700
km_test_1560,663,600-700
km_test_0724,663,600-700
km_test_1352,663,600-700
km_test_1986,663,600-700
km_test_2511,663,600-700
km_test_1953,664,600-700
km_test_1877,667,600-700
km_test_0462,669,600-700
km_test_0543,675,600-700
km_test_1555,676,600-700
km_test_1071,677,600-700
km_test_2550,677,600-700
km_test_0352,677,600-700
km_test_1603,679,600-700
km_test_1796,679,600-700
km_test_2133,679,600-700
km_test_2701,680,600-700
km_test_0333,680,600-700
km_test_2288,680,600-700
km_test_1791,680,600-700
km_test_2759,680,600-700
km_test_1137,681,600-700
km_test_1903,681,600-700
km_test_1056,682,600-700
km_test_1855,683,600-700
km_test_1392,683,600-700
km_test_2290,683,600-700
km_test_0143,683,600-700
km_test_2067,683,600-700
km_test_1218,684,600-700
km_test_1016,684,600-700
km_test_2385,685,600-700
km_test_1440,688,600-700
km_test_2782,689,600-700
km_test_0303,692,600-700
km_test_1594,693,600-700
km_test_2826,695,600-700
km_test_0617,695,600-700
km_test_2854,700,700-800
km_test_0866,700,700-800
km_test_1719,701,700-800
km_test_0602,701,700-800
km_test_0013,701,700-800
km_test_2827,702,700-800
km_test_1062,703,700-800
km_test_0447,706,700-800
km_test_0420,706,700-800
km_test_2326,706,700-800
km_test_2078,706,700-800
km_test_0380,706,700-800
km_test_1718,710,700-800
km_test_2026,711,700-800
km_test_2374,713,700-800
km_test_0499,713,700-800
km_test_2276,713,700-800
km_test_1204,715,700-800
km_test_1546,716,700-800
km_test_2145,716,700-800
km_test_0705,717,700-800
km_test_1589,717,700-800
km_test_2021,719,700-800
km_test_0531,719,700-800
km_test_1583,720,700-800
km_test_2785,720,700-800
km_test_1382,721,700-800
km_test_2441,721,700-800
km_test_1736,721,700-800
km_test_0033,722,700-800
km_test_0369,722,700-800
km_test_2628,723,700-800
km_test_2843,723,700-800
km_test_0577,725,700-800
km_test_2322,725,700-800
km_test_0313,725,700-800
km_test_1617,726,700-800
km_test_2038,726,700-800
km_test_2571,726,700-800
km_test_2222,731,700-800
km_test_0733,731,700-800
km_test_1358,731,700-800
km_test_0276,737,700-800
km_test_1424,737,700-800
km_test_0403,738,700-800
km_test_1538,738,700-800
km_test_2265,738,700-800
km_test_2652,739,700-800
km_test_0211,741,700-800
km_test_1845,742,700-800
km_test_0426,743,700-800
km_test_0666,745,700-800
km_test_0764,750,700-800
km_test_2454,751,700-800
km_test_1829,751,700-800
km_test_0373,751,700-800
km_test_1574,753,700-800
km_test_0319,753,700-800
km_test_0001,755,700-800
km_test_2346,759,700-800
km_test_0407,763,700-800
km_test_2201,763,700-800
km_test_1694,763,700-800
km_test_0789,767,700-800
km_test_1241,768,700-800
km_test_1524,768,700-800
km_test_2057,768,700-800
km_test_0100,768,700-800
km_test_2219,769,700-800
km_test_1758,769,700-800
km_test_2757,771,700-800
km_test_2775,771,700-800
km_test_1721,771,700-800
km_test_0341,772,700-800
km_test_1979,773,700-800
km_test_2517,774,700-800
km_test_1931,774,700-800
km_test_1346,774,700-800
km_test_1491,774,700-800
km_test_0712,774,700-800
km_test_1090,775,700-800
km_test_1756,776,700-800
km_test_0491,778,700-800
km_test_0241,786,700-800
km_test_2199,787,700-800
km_test_2497,794,700-800
km_test_0439,802,800-900
km_test_0155,802,800-900
km_test_1871,802,800-900
km_test_2186,803,800-900
km_test_1565,803,800-900
km_test_1054,805,800-900
km_test_1797,806,800-900
km_test_1672,806,800-900
km_test_2053,806,800-900
km_test_0982,806,800-900
km_test_2713,811,800-900
km_test_0664,811,800-900
km_test_0516,815,800-900
km_test_1210,822,800-900
km_test_1234,822,800-900
km_test_1298,822,800-900
km_test_2818,825,800-900
km_test_2465,825,800-900
km_test_0510,827,800-900
km_test_0395,829,800-900
km_test_2368,830,800-900
km_test_0668,830,800-900
km_test_0852,830,800-900
km_test_1946,830,800-900
km_test_2718,830,800-900
km_test_0688,831,800-900
km_test_0916,837,800-900
km_test_2657,846,800-900
km_test_2717,846,800-900
km_test_0999,848,800-900
km_test_1105,848,800-900
km_test_2691,851,800-900
km_test_0783,855,800-900
km_test_0307,860,800-900
km_test_2639,861,800-900
km_test_2630,864,800-900
km_test_1852,866,800-900
km_test_0523,866,800-900
km_test_0086,867,800-900
km_test_1079,868,800-900
km_test_0249,869,800-900
km_test_1618,872,800-900
km_test_2677,874,800-900
km_test_0552,875,800-900
km_test_2498,876,800-900
km_test_2010,876,800-900
km_test_1420,876,800-900
km_test_2698,878,800-900
km_test_0589,882,800-900
km_test_2787,888,800-900
km_test_2331,902,900-1000
km_test_0868,907,900-1000
km_test_1885,911,900-1000
km_test_1185,913,900-1000
km_test_2675,914,900-1000
km_test_2086,915,900-1000
km_test_1055,916,900-1000
km_test_2298,916,900-1000
km_test_2632,917,900-1000
km_test_0020,918,900-1000
km_test_2170,922,900-1000
km_test_0919,923,900-1000
km_test_2471,923,900-1000
km_test_2799,925,900-1000
km_test_0690,932,900-1000
km_test_2043,933,900-1000
km_test_0735,933,900-1000
km_test_2264,933,900-1000
km_test_1484,935,900-1000
km_test_0408,935,900-1000
km_test_1780,935,900-1000
km_test_2097,938,900-1000
km_test_2762,955,900-1000
km_test_1529,962,900-1000
km_test_1899,964,900-1000
km_test_0421,968,900-1000
km_test_2242,969,900-1000
km_test_1477,976,900-1000
km_test_1004,976,900-1000
km_test_0659,976,900-1000
km_test_0929,976,900-1000
km_test_2467,976,900-1000
km_test_1318,976,900-1000
km_test_0479,976,900-1000
km_test_0639,977,900-1000
km_test_2625,982,900-1000
km_test_2023,984,900-1000
km_test_1593,993,900-1000
km_test_0338,1001,1000+
km_test_0081,1004,1000+
km_test_1190,1014,1000+
km_test_2373,1014,1000+
km_test_0824,1019,1000+
